title,price,rating,image,cpu,ram,storage,screen,os_version,display_resolution,model_number,link,spec_adobe_flash_compatible,spec_audio_jack,spec_bag_style,spec_battery_life,spec_battery_size,spec_care_instructions,spec_casing,spec_charging_type,spec_closure,spec_colour_name,spec_compatibility,spec_connection_type,spec_cpu_speed,spec_display_resolution,spec_display_type,spec_exterior_material,spec_external_graphics,spec_feature,spec_features,spec_gender,spec_gpu_version,spec_grade,spec_graphic_memory,spec_hdd_rotation,spec_hdmi_output,spec_interior_material,spec_internal_memory,spec_keyboard_language,spec_level,spec_material,spec_model_name,spec_model_number,spec_model_series,spec_number_of_channels,spec_number_of_cores,spec_number_of_hdmi_ports,spec_number_of_pieces,spec_number_of_usb_ports,spec_occasion,spec_operating_system,spec_operating_system_number,spec_os_version,spec_pack_quantity,spec_pattern,spec_pixels_per_inch,spec_processor_version,spec_processor_version_number_generation,spec_product_height,spec_product_length,spec_product_weight,spec_product_width,spec_ram_size,spec_ram_type,spec_refresh_rates,spec_resolution,spec_response_time,spec_screen_size,spec_sd_card_slot,spec_set_includes,spec_sim_type,spec_size,spec_strap_material,spec_type,spec_usage,spec_usb_port_type,spec_version,spec_weight,spec_what_s_in_the_box,spec_wireless
"Victus Gaming Laptop With 15.6 Inch Full HD (1920x1080) Display, Intel Core i5-13420H Processor/8GB RAM DDR5/512GB SSD/6GB NVIDIA GeForce RTX 3050 Graphics/Windows 11/ English/Arabic Mica Silver",2999.00,4.1,https://f.nooncdn.com/p/pnsku/N70366892V/45/_/1776951808/50d5560a-b080-46cb-ad11-562a740ed542.jpg?width=1200,Core i5-13420H,8 GB,512 GB,15.6 in,Windows 11,1920x1080,D93HPEA,https://www.noon.com/saudi-en/victus-gaming-laptop-with-15-6-inch-full-hd-1920x1080-display-intel-core-i5-13420h-processor-8gb-ram-ddr5-512gb-ssd-6gb-nvidia-geforce-rtx-3050-graphics-windows-11-english-arabic-mica-silver/N70366892V/p/,,,,,,,,,,Mica Silver,,,4.6 GHz,1920x1080,,,Graphic Card,,,,NVIDIA GeForce RTX 3050,,6 GB,,,,512 GB,English/Arabic,,,,D93HPEA,HP Victus,,Deca core,,,,,Windows,,Windows 11,,,,Core i5-13420H,13th Gen,,,,,8 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Gaming,,,,,
"Renewed - HP 14-dq1089wm With 14-Inch Display Laptop, Intel Core i3, 10th GEN /8GB RAM/256GB SSD/Integrated Graphics English SILVER",1199.00,4.1,https://f.nooncdn.com/p/v1609159386/N43302733A_1.jpg?width=1200,,8 GB,256 GB,14 in,Windows 10,1366x768,192M7UA,https://www.noon.com/saudi-en/renewed-hp-14-dq1089wm-with-14-inch-display-laptop-intel-core-i3-10th-gen-8gb-ram-256gb-ssd-integrated-graphics-english-silver/N43302733A/p/,,,,,,,,,,SILVER,,,,1366x768,LED,,Integrated,,,,,Premium,0 GB,,,,256 GB,English,,,HP 14-dq1089wm,192M7UA,,,Single Core,,,,,Windows,,Windows 10,,,,,10th Gen,,,,,8 GB,DDR4,,,,14 in,,,,,,SSD,Business,,,,,
"Laptop With 15.6 Inch Full HD (1920X1080) Display 120Hz, Core 3-100U Processor/8GB RAM DDR4/512GB SSD/DOS(Without Windows)/Intel UHD Graphics/ English/Arabic Carbon Black",1649.00,4.5,https://f.nooncdn.com/p/pnsku/N70259046V/45/_/1764242442/dd9965db-12ca-49f6-930b-af09b617f3cc.jpg?width=1200,Core 3-100U,8 GB,512 GB,15.6 in,Free DOS,1920x1080,DC15250,https://www.noon.com/saudi-en/laptop-with-15-6-inch-full-hd-1920x1080-display-120hz-core-3-100u-processor-8gb-ram-ddr4-512gb-ssd-dos-without-windows-intel-uhd-graphics-english-arabic-carbon-black/N70259046V/p/,,,,,,,,,,Carbon Black,,,1.2 GHz,1920x1080,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,,DC15250,,,Hexa Core,,,,,DOS,,Free DOS,,,,Core 3-100U,1st Gen,,,,,8 GB,DDR4,120Hz,Full HD,,15.6 in,,,,,,SSD,Business,,,,,
"Surface Pro 11 Copilot+ PC Laptop With 13-Inch Display, Qualcomm Snapdragon X Plus Processor/16GB RAM/256GB SSD/Qualcomm Adreno Graphics/Windows 11 Home English/Arabic PLATINUM",4605.02,4.9,https://f.nooncdn.com/p/pnsku/N70103824V/45/_/1724695683/1ff838d3-609a-4185-aae4-924c7e63122e.jpg?width=1200,Qualcomm Snapdragon X Plus,16 GB,256 GB,13 in,Windows 11 Home,1920x1080,ZHX-00008,https://www.noon.com/saudi-en/surface-pro-11-copilot-pc-laptop-with-13-inch-display-qualcomm-snapdragon-x-plus-processor-16gb-ram-256gb-ssd-qualcomm-adreno-graphics-windows-11-home-english-arabic-platinum/N70103824V/p/,,,,14 Hours,,,,,,PLATINUM,,HDMI,3.4 GHz,1920x1080,LED,,Integrated,,,,,,,,Yes,,256 GB,English/Arabic,,,Surface Pro 11 Copilot+ PC,ZHX-00008,Microsoft Surface Pro,,12-Core,1,,2,,Windows,,Windows 11 Home,,,,Qualcomm Snapdragon X Plus,Not Applicable,,,,,16 GB,DDR5,,Full HD,,13 in,Yes,,,,,SSD,Business,,,,,
"Vivobook 15 Laptop With 15.6 Inch Full HD (1920 x 1080) Display,Intel Core i5-1334U Processor/Intel UHD Graphics/8GB RAM DDR4/512GB SSD/Windows 11 Home English/Arabic Quiet Blue",2499.00,4.5,https://f.nooncdn.com/p/pnsku/N70166629V/45/_/1744538902/ab0407b9-6a32-4a82-8a84-ed23f87d946d.jpg?width=1200,Intel Core i5-1334U,8 GB,512 GB,15.6 in,Windows 11 Home,1920x1080,X1504VA-NJ1766W,https://www.noon.com/saudi-en/vivobook-15-laptop-with-15-6-inch-full-hd-1920-x-1080-display-intel-core-i5-1334u-processor-intel-uhd-graphics-8gb-ram-ddr4-512gb-ssd-windows-11-home-english-arabic-quiet-blue/N70166629V/p/,,,,,,,,,,Quiet Blue,,,1.3 GHz,1920x1080,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,Vivobook 15,X1504VA-NJ1766W,ASUS Vivobook,,10-Core,,,,,Windows,,Windows 11 Home,,,,Intel Core i5-1334U,13th Gen,,,,,8 GB,DDR4,,Full HD,,15.6 in,,,,,,SSD,Business,,,,,
"Surface Laptop Copilot+PC Laptop With 13 Inch Full HD(1920X1080) Display, Qualcomm Snapdragon X Plus Processor/16GB RAM DDR5/256GB SSD/Qualcomm Adreno Graphics/Windows 11 Home/ English/Arabic Platinum",3670.00,4.3,https://f.nooncdn.com/p/pnsku/N70199035V/45/_/1753789139/a99ff825-4981-4f31-ace9-366d6478ea9b.jpg?width=1200,Qualcomm Snapdragon X Plus,16 GB,256 GB,13 in,Windows 11 Home,1920x1080,EP2-37032,https://www.noon.com/saudi-en/surface-laptop-copilot-pc-laptop-with-13-inch-full-hd-1920x1080-display-qualcomm-snapdragon-x-plus-processor-16gb-ram-ddr5-256gb-ssd-qualcomm-adreno-graphics-windows-11-home-english-arabic-platinum/N70199035V/p/,,,,,,,,,,Platinum,,,3.4 GHz,1920x1080,,,Integrated,,,,,,,,Yes,,256 GB,English/Arabic,,,"Surface Laptop 13""",EP2-37032,Microsoft Surface,,Deca core,1,,3,,Windows,,Windows 11 Home,,,,Qualcomm Snapdragon X Plus,Not Applicable,,,,,16 GB,DDR5,,Full HD,,13 in,No,,,,,SSD,Personal,,,,,
"Vivobook 15 Laptop With 15.6 Inch Full HD (1920×1080) Display 60Hz, Intel Core 5 120U Processor/16GB RAM DDR5/512GB SSD/Intel UHD Graphics/Windows 11/ English/Arabic Cool Silver",2099.00,5.0,https://f.nooncdn.com/p/pnsku/N70290484V/45/_/1771171764/59c730cf-c0b7-4937-8a29-ebabbe19cce0.jpg?width=1200,Core 5 120U,16 GB,512 GB,15.6 in,Windows 11,1920x1080,X1504VA-BQ575W-2,https://www.noon.com/saudi-en/vivobook-15-laptop-with-15-6-inch-full-hd-1920-1080-display-60hz-intel-core-5-120u-processor-16gb-ram-ddr5-512gb-ssd-intel-uhd-graphics-windows-11-english-arabic-cool-silver/N70290484V/p/,,,,,,,,,,Cool Silver,,,1.4 GHz,1920x1080,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,,X1504VA-BQ575W-2,ASUS Vivobook,,Deca core,,,,,Windows,,Windows 11,,,,Core 5 120U,13th Gen,,,,,16 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Business,,,,,
"Vivobook (Upgraded Version) Laptop With 15.6 Inch Full HD (1920X1080) Display, Core i7-1355U Processor/16GB RAM DDR5/512GB SSD/Windows 11 Pro/ English/Arabic Blue",2699.00,3.4,https://f.nooncdn.com/p/pnsku/N70173867V/45/_/1746358877/8efca766-02de-4b15-93f6-5d4a615a801e.jpg?width=1200,Core i7-1355U,16 GB,512 GB,15.6 in,Windows 11 Pro,1920x1080,Vivobook+Win1,https://www.noon.com/saudi-en/vivobook-upgraded-version-laptop-with-15-6-inch-full-hd-1920x1080-display-core-i7-1355u-processor-16gb-ram-ddr5-512gb-ssd-windows-11-pro-english-arabic-blue/N70173867V/p/,,,,,,,,,,Blue,,,1.2 GHz,1920x1080,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,Vivobook,Vivobook+Win1,ASUS Vivobook,,Deca core,,,,,Windows,,Windows 11 Pro,,,,Core i7-1355U,13th Gen,,,,,16 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Business,,,,,
"250R G10 (Upgraded Version) Laptop With 15.6 Inch Full HD (1920X1080) Display, Core 5-120U Processor/8GB DDR4 RAM/512GB SSD/Windows 11 Pro/ English/Arabic Silver",1849.00,4.1,https://f.nooncdn.com/p/pnsku/N70259517V/45/_/1763457923/0f9fadf1-7969-4403-b3fb-44ca41ec83ec.jpg?width=1200,Core 5-120U,8 GB,512 GB,15.6 in,Windows 11 Pro,,250R G10,https://www.noon.com/saudi-en/250r-g10-upgraded-version-laptop-with-15-6-inch-full-hd-1920x1080-display-core-5-120u-processor-8gb-ddr4-ram-512gb-ssd-windows-11-pro-english-arabic-silver/N70259517V/p/,,,,,,,,,,Silver,,,1.4 GHz,,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,HP,250R G10,HP G Series,,Deca core,,,,,Windows,,Windows 11 Pro,,,,Core 5-120U,1st Gen,,,,,8 GB,DDR4,,,,15.6 in,,,,,,SSD,Business,,,,,
"Aspire Lite AL16 Laptop With 16 Inch WUXGA (1920x1200) Display, Core i5-1334U Processor/8GB RAM DDR5/512GB SSD/Intel UHD Graphics/DOS(Without Windows) English/Arabic Silver",1799.00,4.2,https://f.nooncdn.com/p/pnsku/N70267956V/45/_/1768825891/3870b4e1-140b-4147-9b12-ca004c0dcd68.jpg?width=1200,Core i5-1334U,8 GB,512 GB,16 in,Free DOS,1920x1200,NX.D75EM.006,https://www.noon.com/saudi-en/aspire-lite-al16-laptop-with-16-inch-wuxga-1920x1200-display-core-i5-1334u-processor-8gb-ram-ddr5-512gb-ssd-intel-uhd-graphics-dos-without-windows-english-arabic-silver/N70267956V/p/,,,,,,,,,,Silver,,,1.3 GHz,1920x1200,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,Aspire Lite AL16,NX.D75EM.006,Acer Aspire,,Deca core,,,,,DOS,,Free DOS,,,,Core i5-1334U,13th Gen,,,,,8 GB,DDR5,,WUXGA,,16 in,,,,,,SSD,Business,,,,,
"IdeaPad Slim 3 15IRH8 (Upgraded Version) Laptop With 15.6-Inch Full HD(1920X1080) Display, Core i5-13420H Processor/16GB RAM DDR5/512GB SSD/Intel UHD Graphics/Windows 11+AGI FLASH English/Arabic Arctic Grey",2399.00,3.4,https://f.nooncdn.com/p/pnsku/N70181002V/45/_/1753088497/add87121-b682-45d4-a228-d7fcb51ceb9c.jpg?width=1200,Core i5-13420H,16 GB,512 GB,15.6 in,Windows 11,1920x1080,Laptop+Bundle041,https://www.noon.com/saudi-en/ideapad-slim-3-15irh8-upgraded-version-laptop-with-15-6-inch-full-hd-1920x1080-display-core-i5-13420h-processor-16gb-ram-ddr5-512gb-ssd-intel-uhd-graphics-windows-11-agi-flash-english-arabic-arctic-grey/N70181002V/p/,,,,,,,,,,Arctic Grey,,,2.1 GHz,1920x1080,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,,Laptop+Bundle041,Lenovo IdeaPad,,Deca core,,,,,Windows,,Windows 11,,,,Core i5-13420H,13th Gen,,,,,16 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Business,,,,,
"ThinkBook Laptop With 14 Inch WUXGA (1920x1200) Display, Core Ultra 7-255H Processor/32GB RAM DDR5/1TB SSD/Windows 11 Pro/Intel Arc Graphics/ English/Arabic Arctic Grey",4740.00,5.0,https://f.nooncdn.com/p/pnsku/N70284050V/45/_/1769955008/d788b7e6-8423-44a7-971d-c89eb06df734.jpg?width=1200,Core Ultra 7-255H,32 GB,1 TB,14 in,Windows 11 Pro,1920x1200,21SJ005BAD,https://www.noon.com/saudi-en/thinkbook-laptop-with-14-inch-wuxga-1920x1200-display-core-ultra-7-255h-processor-32gb-ram-ddr5-1tb-ssd-windows-11-pro-intel-arc-graphics-english-arabic-arctic-grey/N70284050V/p/,,,,,,,,,,Arctic Grey,,,2.5 GHz,1920x1200,,,Integrated,,,,,,,,,,1 TB,English/Arabic,,,,21SJ005BAD,Lenovo ThinkBook,,16-Core,,,,,Windows,,Windows 11 Pro,,,,Core Ultra 7-255H,Not Applicable,,,,,32 GB,DDR5,,WUXGA,,14 in,,,,,,SSD,Business,,,,,
"Vivobook X1504VABQ4104 Laptop With 15.6 Inch Full HD (1920x1080) Display, Core 5-120U Processor/8GB RAM DDR5/512GB SSD/DOS(Without Windows)/ English/Arabic Silver",1769.00,4.2,https://f.nooncdn.com/p/pnsku/N70313537V/45/_/1773662123/f6415728-884c-46f2-8235-9744f2a28964.jpg?width=1200,Core 5-120U,8 GB,512 GB,15.6 in,Free DOS,1920x1080,90NB13Y2-M01PL0,https://www.noon.com/saudi-en/vivobook-x1504vabq4104-laptop-with-15-6-inch-full-hd-1920x1080-display-core-5-120u-processor-8gb-ram-ddr5-512gb-ssd-dos-without-windows-english-arabic-silver/N70313537V/p/,,,,,,,,,,Silver,,,1.4 GHz,1920x1080,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,,90NB13Y2-M01PL0,Acer Veriton,,Deca core,,,,,DOS,,Free DOS,,,,Core 5-120U,1st Gen,,,,,8 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Business,,,,,
"(Upgraded Version) Laptop With 15.6 Inch Full HD (1920X1080) Display 120Hz, Core 3-100U Processor/8GB RAM DDR4/512GB SSD/Windows 11 /Intel UHD Graphics/ English/Arabic Carbon Black",1789.00,3.6,https://f.nooncdn.com/p/pnsku/N70284950V/45/_/1770100514/15cfd171-5589-4a97-8115-f656fdb5cab0.jpg?width=1200,Core 3-100U,8 GB,512 GB,15.6 in,Windows 11,1920x1080,GSS7KC4,https://www.noon.com/saudi-en/upgraded-version-laptop-with-15-6-inch-full-hd-1920x1080-display-120hz-core-3-100u-processor-8gb-ram-ddr4-512gb-ssd-windows-11-intel-uhd-graphics-english-arabic-carbon-black/N70284950V/p/,,,,,,,,,,Carbon Black,,,1.2 GHz,1920x1080,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,,GSS7KC4,,,Hexa Core,,,,,Windows,,Windows 11,,,,Core 3-100U,1st Gen,,,,,8 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Business,,,,,
"IdeaPad Slim 3 15AMN8 Laptop With 15.6 Inch Full HD (1920x1080) Display, AMD Ryzen 5 40 Processor/8GB RAM DDR5/512GB SSD/AMD Radeon 610M Graphics/Windows 11 Home/ English/Arabic Arctic Grey",2099.00,3.8,https://f.nooncdn.com/p/pnsku/N70357494V/45/_/1776681761/7ed6d65d-7c87-4ddb-a6f8-36aecc714a80.jpg?width=1200,Ryzen 5 40,8 GB,512 GB,15.6 in,Windows 11 Home,1920x1080,82XQ01DXAD,https://www.noon.com/saudi-en/ideapad-slim-3-15amn8-laptop-with-15-6-inch-full-hd-1920x1080-display-amd-ryzen-5-40-processor-8gb-ram-ddr5-512gb-ssd-amd-radeon-610m-graphics-windows-11-home-english-arabic-arctic-grey/N70357494V/p/,,,,,,,,,,Arctic Grey,,,2.8 GHz,1920x1080,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,,82XQ01DXAD,Lenovo IdeaPad,,Quad Core,,,,,Windows,,Windows 11 Home,,,,Ryzen 5 40,Not Applicable,,,,,8 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Business,,,,,
"Vivobook Laptop With 15.6-Inch Full HD Display,Intel Core i9 13900 H Processor/16GB RAM/1TB SSD/Windows 11 Home English Black",4101.00,3.6,https://f.nooncdn.com/p/pnsku/N70267876V/45/_/1767699230/803e1d40-d6c8-4dfa-a0bc-10222e532b76.jpg?width=1200,Intel Core i9 13900 H,16 GB,1 TB,15.6 in,Windows 11 Home,1920x1080,X1505VA-MA897W,https://www.noon.com/saudi-en/vivobook-laptop-with-15-6-inch-full-hd-display-intel-core-i9-13900-h-processor-16gb-ram-1tb-ssd-windows-11-home-english-black/N70267876V/p/,,,,,,,,,,Black,,,5.4 GHz,1920x1080,,,Integrated,,,,,,,,Yes,,1 TB,English,,,Vivobook,X1505VA-MA897W,ASUS Vivobook,,14-Core,1,,3,,Windows,,Windows 11 Home,,,,Intel Core i9 13900 H,13th Gen,,,,,16 GB,DDR4,,,,15.6 in,No,,,,,SSD,Personal,,,,,
Laptop Sleeve 15.6-16.1 inch Laptop Bag Shockproof Protective Notebook Case with Accessory Pocket Briefcase Carrying Laptop Cover Breathable Waterproo Wear-Resistant and Shock Resistant -Gray,87.21,4.1,https://f.nooncdn.com/p/pzsku/ZFB7EF605B93E1BAFC58FZ/45/_/1697685497/c7b28055-1689-4a00-a627-a8b4b0fb4cc8.jpg?width=1200,,,,16.1 inch,,,LS1177,https://www.noon.com/saudi-en/laptop-sleeve-15-6-16-1-inch-laptop-bag-shockproof-protective-notebook-case-with-accessory-pocket-briefcase-carrying-laptop-cover-breathable-waterproo-wear-resistant-and-shock-resistant-gray/ZFB7EF605B93E1BAFC58FZ/p/,,,,,,,,,,Grey-1,,,,,,,,,,Unisex,,,,,,,,,,,,LS1177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matebook D16 (Upgraded Version) Laptop With 16 Inch Full HD (1920x1080) Display, Core i5-12450H Processor/16GB RAM DDR5/512GB SSD/Windows 11 Pro+ Dicota Mouse+ Dicota Bag English/Arabic Mystic Silver",2199.00,4.2,https://f.nooncdn.com/p/pnsku/N70312361V/45/_/1773835467/57196434-f6d7-4f7d-94bf-7c88468031ff.jpg?width=1200,Core i5-12450H,16 GB,512 GB,16 in,Windows 11 Pro,1920x1080,Matebook D16,https://www.noon.com/saudi-en/matebook-d16-upgraded-version-laptop-with-16-inch-full-hd-1920x1080-display-core-i5-12450h-processor-16gb-ram-ddr5-512gb-ssd-windows-11-pro-dicota-mouse-dicota-bag-english-arabic-mystic-silver/N70312361V/p/,,,,,,,,,,Mystic Silver,,,1.5 GHz,1920x1080,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,Matebook D16,Matebook D16,Huawei MateBook D,,Deca core,,,,,Windows,,Windows 11 Pro,,,,Core i5-12450H,12th Gen,,,,,16 GB,DDR5,,Full HD,,16 in,,,,,,SSD,Business,,,,,
"Vivobook Pro Laptop With 15.6 Inch OLED (2880x1620) Display, Core Ultra 9 285H Processor/24GB RAM DDR5/1TB SSD/Nvidia GeForce RTX 4050 Graphics/DOS(Without Windows)/ English/Arabic Black",5299.00,4.2,https://f.nooncdn.com/p/pnsku/N70338584V/45/_/1774878235/3f90e8ec-deaf-4667-9756-f3516747654b.jpg?width=1200,Core Ultra 9 285H,24 GB,1 TB,15.6 in,Free DOS,,90NB15E3-M001R0,https://www.noon.com/saudi-en/vivobook-pro-laptop-with-15-6-inch-oled-2880x1620-display-core-ultra-9-285h-processor-24gb-ram-ddr5-1tb-ssd-nvidia-geforce-rtx-4050-graphics-dos-without-windows-english-arabic-black/N70338584V/p/,,,,,,,,,,Black,,,2.7 GHz,,,,Graphic Card,,,,NVIDIA GeForce RTX 4050,,,,,,1 TB,English/Arabic,,,,90NB15E3-M001R0,ASUS Vivobook,,16-Core,,,,,DOS,,Free DOS,,,,Core Ultra 9 285H,Not Applicable,,,,,24 GB,DDR5,,,,15.6 in,,,,,,SSD,,,,,,
"MateBook X Pro Laptop with Flexible OLED Display, Sleek and Ultralight Body, Touchscreen, Intel Core Ultra 7 Processor/16GB RAM/1TB SSD/Windows 11 Home English/Arabic White",6449.00,3.9,https://f.nooncdn.com/p/pnsku/N70068783V/45/_/1775731959/067cc71d-4b35-416a-a7ac-62a5cd07f704.jpg?width=1200,Core i7-13700H,16 GB,1 TB,14.2 in,Windows 11 Home,3120x2080,VanGoghH-7611TM,https://www.noon.com/saudi-en/matebook-x-pro-laptop-with-flexible-oled-display-sleek-and-ultralight-body-touchscreen-intel-core-ultra-7-processor-16gb-ram-1tb-ssd-windows-11-home-english-arabic-white/N70068783V/p/,,,,8 Hours,,,,,,White,,,2.4 GHz,3120x2080,,,Integrated,,Touchscreen,,Intel Iris XE,,,,Yes,,1 TB,English/Arabic,,,HUAWEI MateBook X Pro,VanGoghH-7611TM,,,16-Core,,,2,,Windows,,Windows 11 Home,,,,Core i7-13700H,14th Gen,,,,,16 GB,DDR4,120Hz,Full HD,,14.2 in,Yes,,,,,SSD,Business,,KSA Version,,"HUAWEI MateBook X Pro, Power Adapter, Charger Cable, Quick Start Guide, Warranty Card",
"Vivobook X1504VA Laptop With 15.6-Inch FHD Display, Core i7-1355U Processor/8GB RAM/512GB SSD/Intel Iris Xe Graphics/DOS(Without Windows) English/Arabic Cool Silver",2999.00,4.2,https://f.nooncdn.com/p/pnsku/N70112329V/45/_/1726670473/a1ad6b18-fc75-4fa6-a698-b6be754f466d.jpg?width=1200,Core i7-1355U,8 GB,512 GB,15.6 in,Free DOS,1920x1080,90NB10J2-M00H40,https://www.noon.com/saudi-en/vivobook-x1504va-laptop-with-15-6-inch-fhd-display-core-i7-1355u-processor-8gb-ram-512gb-ssd-intel-iris-xe-graphics-dos-without-windows-english-arabic-cool-silver/N70112329V/p/,,,,5 Hours,,,,,,Cool Silver,,,1.7 GHz,1920x1080,LED,,Integrated,,,,Intel Iris XE,,,,no,,512 GB,English/Arabic,,,Vivobook X1504VA,90NB10J2-M00H40,ASUS Vivobook,,10-Core,1,,2,,DOS,,Free DOS,,,,Core i7-1355U,13th Gen,,,,,8 GB,DDR5,,Full HD,,15.6 in,no,,,,,SSD,Business,,,,,
"MateBook D16 Laptop With 16 Inch Full HD (1920X1080) Display, Intel Core i5-13420H Processor/16GB RAM DDR5/512GB SSD/DOS(Without Windows)/ English/Arabic Mystic Silver",2199.00,4.3,https://f.nooncdn.com/p/pnsku/N70259315V/45/_/1763403783/c4006262-520d-4ac6-9aca-08ef3f057af3.jpg?width=1200,Core i5-13420H,16 GB,512 GB,16 in,Free DOS,1920x1080,MitchellG-W5651,https://www.noon.com/saudi-en/matebook-d16-laptop-with-16-inch-full-hd-1920x1080-display-intel-core-i5-13420h-processor-16gb-ram-ddr5-512gb-ssd-dos-without-windows-english-arabic-mystic-silver/N70259315V/p/,,,,,,,,,,Mystic Silver,,,2.1 GHz,1920x1080,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,MateBook D16,MitchellG-W5651,Huawei MateBook D,,Octa Core,,,,,DOS,,Free DOS,,,,Core i5-13420H,13th Gen,,,,,16 GB,DDR5,,Full HD,,16 in,,,,,,SSD,Business,,,,,
Renewed HP EliteBook 840 G5 Laptop (Intel Core i5-8365U - 8GB DDR4 - M.2 256GB - Intel UHD Graphics - 14.0 Inch FHD IPS - Cam) Original Used English sliver,,4.1,https://f.nooncdn.com/p/pnsku/N70187006V/45/_/1750686886/36712b48-01b8-418c-ba19-492f5749c31f.jpg?width=1200,Intel Core i5-8250U,8 GB,256 GB,14 in,Window 10,1920x1080,Renewed HP EliteBook 840 G5 Laptop (Intel Core i5-8365U - 8GB DDR4 - M.2 256GB - Intel UHD Graphics - 14.0 Inch FHD IPS - Cam) Original Used,https://www.noon.com/saudi-en/renewed-hp-elitebook-840-g5-laptop-intel-core-i5-8365u-8gb-ddr4-m-2-256gb-intel-uhd-graphics-14-0-inch-fhd-ips-cam-original-used-english-sliver/N70187006V/p/,,3.5 mm,,2 Hours,4000 mAh,,,,,sliver,,Bluetooth/Wireless,1.6 GHz,1920x1080,FHD,,Integrated,,,,Intel HD 2500,Max,8 GB,,1,,256 GB,English,,,Renewed HP EliteBook 840 G5 Laptop (Intel Core i5-8365U - 8GB DDR4 - M.2 256GB - Intel UHD Graphics - 14.0 Inch FHD IPS - Cam) Original Used,Renewed HP EliteBook 840 G5 Laptop (Intel Core i5-8365U - 8GB DDR4 - M.2 256GB - Intel UHD Graphics - 14.0 Inch FHD IPS - Cam) Original Used,HP EliteBook,,8-Core,1,,2,,Windows,,Window 10,,,,Intel Core i5-8250U,8th Gen,,,2.2 KG,,8 GB,DDR4,,Full HD,,14 in,SD card,,,14 inch,,SSD,Business,,International Version,2 - 2.2 Kg,HP EliteBook 840 G5 Laptop (Intel Core i5-8365U - 8GB DDR4 - M.2 256GB - Intel UHD Graphics - 14.0 Inch FHD IPS - Cam) Original Used ORIGINAL USED,Wireless
"Victus 15-fa2001nx Gaming Laptop With 15.6 Inch Full HD(1920X1080) Display, Intel Core i7-13620H Processor/24GB RAM DDR5/1TB SSD/8GB NVIDIA GeForce RTX 5060 Graphics/DOS(Without Windows)/ English/Arabic Mica Silver",5799.00,4.1,https://f.nooncdn.com/p/pnsku/N70217258V/45/_/1758110490/c5444f46-6e79-4601-8e76-d07650e5f3ca.jpg?width=1200,Core i7-13620H,24 GB,1 TB,15.6 in,Free DOS,1920x1080,C26B2EA,https://www.noon.com/saudi-en/victus-15-fa2001nx-gaming-laptop-with-15-6-inch-full-hd-1920x1080-display-intel-core-i7-13620h-processor-24gb-ram-ddr5-1tb-ssd-8gb-nvidia-geforce-rtx-5060-graphics-dos-without-windows-english-arabic-mica-silver/N70217258V/p/,,,,,,,,,,Mica Silver,,,2.4 GHz,1920x1080,,,Graphic Card,,,,,,8 GB,,,,1 TB,English/Arabic,,,,C26B2EA,HP Victus,,Deca core,,,,,DOS,,Free DOS,,,,Core i7-13620H,13th Gen,,,,,24 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Gaming,,,,,
"Aspire A15 Laptop With 15.6 Inch Full HD (1920X1080) Display, Core i9- 13900H Processor/16GB RAM DDR5/512GB SSD/Intel Iris Xe Graphics/DOS(Without Windows)/ English/Arabic Gray",2665.00,4.2,https://f.nooncdn.com/p/pnsku/N70224027V/45/_/1759331668/4b821b43-eea0-4d48-a2ec-7aae16efeda9.jpg?width=1200,Core i9- 13900H,16 GB,512 GB,15.6 in,Free DOS,1920x1080,NX JKVEM.00E,https://www.noon.com/saudi-en/aspire-a15-laptop-with-15-6-inch-full-hd-1920x1080-display-core-i9-13900h-processor-16gb-ram-ddr5-512gb-ssd-intel-iris-xe-graphics-dos-without-windows-english-arabic-gray/N70224027V/p/,,,,,,,,,,Gray,,,2.6 GHz,1920x1080,,,Integrated,,,,Intel Iris XE,,,,,,512 GB,English/Arabic,,,Aspire A15,NX JKVEM.00E,Acer All in One,,14-Core,,,,,DOS,,Free DOS,,,,Core i9- 13900H,13th Gen,,,,,16 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Business,,,,,
